timestamp,hora,dow,demanda_mwh,precio_spot_usd_mwh
2024-01-04 00:00:00,0,3,2179.26,138.84
2024-01-04 01:00:00,1,3,2152.06,130.48
2024-01-04 02:00:00,2,3,1988.65,119.81
2024-01-04 03:00:00,3,3,1956.72,134.65
2024-01-04 04:00:00,4,3,1949.19,135.84
2024-01-04 05:00:00,5,3,2195.6,144.99
2024-01-04 06:00:00,6,3,2510.21,164.38
2024-01-04 07:00:00,7,3,2699.81,184.04
2024-01-04 08:00:00,8,3,3050.29,227.79
2024-01-04 09:00:00,9,3,3066.04,214.62
2024-01-04 10:00:00,10,3,3233.61,205.32
2024-01-04 11:00:00,11,3,3231.47,234.91
2024-01-04 12:00:00,12,3,3138.15,195.72
2024-01-04 13:00:00,13,3,3261.66,222.78
2024-01-04 14:00:00,14,3,3154.31,185.14
2024-01-04 15:00:00,15,3,3276.66,207.17
2024-01-04 16:00:00,16,3,3469.1,215.72
2024-01-04 17:00:00,17,3,3603.62,206.18
2024-01-04 18:00:00,18,3,3840.27,331.35
2024-01-04 19:00:00,19,3,3671.93,309.87
2024-01-04 20:00:00,20,3,3361.15,343.7
2024-01-04 21:00:00,21,3,2993.92,267.88
2024-01-04 22:00:00,22,3,2568.17,223.86
2024-01-04 23:00:00,23,3,2332.01,167.4
2024-01-05 00:00:00,0,4,2147.6,174.18
2024-01-05 01:00:00,1,4,2041.54,146.4
2024-01-05 02:00:00,2,4,2006.58,140.82
2024-01-05 03:00:00,3,4,1850.1,147.39
2024-01-05 04:00:00,4,4,1952.7,150.61
2024-01-05 05:00:00,5,4,2282.9,165.27
2024-01-05 06:00:00,6,4,2425.93,155.5
2024-01-05 07:00:00,7,4,2799.97,198.14
2024-01-05 08:00:00,8,4,2904.35,202.87
2024-01-05 09:00:00,9,4,3116.37,242.7
2024-01-05 10:00:00,10,4,3166.5,222.7
2024-01-05 11:00:00,11,4,3236.54,175.24
2024-01-05 12:00:00,12,4,3371.74,198.17
2024-01-05 13:00:00,13,4,3013.28,163.99
2024-01-05 14:00:00,14,4,3255.94,196.51
2024-01-05 15:00:00,15,4,3302.66,169.18
2024-01-05 16:00:00,16,4,3340.94,225.55
2024-01-05 17:00:00,17,4,3368.77,251.91
2024-01-05 18:00:00,18,4,3762.55,342.74
2024-01-05 19:00:00,19,4,3616.55,338.95
2024-01-05 20:00:00,20,4,3439.67,308.67
2024-01-05 21:00:00,21,4,3004.76,313.71
2024-01-05 22:00:00,22,4,2882.53,202.36
2024-01-05 23:00:00,23,4,2435.98,167.53
2024-01-06 00:00:00,0,5,1954.19,156.73
2024-01-06 01:00:00,1,5,1915.91,109.75
2024-01-06 02:00:00,2,5,1794.84,132.08
2024-01-06 03:00:00,3,5,1801.52,115.87
2024-01-06 04:00:00,4,5,1833.19,134.51
2024-01-06 05:00:00,5,5,1989.93,132.56
2024-01-06 06:00:00,6,5,2324.29,186.89
2024-01-06 07:00:00,7,5,2354.51,203.48
2024-01-06 08:00:00,8,5,2641.89,250.15
2024-01-06 09:00:00,9,5,2733.61,217.67
2024-01-06 10:00:00,10,5,2907.85,196.9
2024-01-06 11:00:00,11,5,2806.02,190.01
2024-01-06 12:00:00,12,5,3013.61,168.68
2024-01-06 13:00:00,13,5,2864.2,197.58
2024-01-06 14:00:00,14,5,2738.05,198.45
2024-01-06 15:00:00,15,5,2843.28,241.33
2024-01-06 16:00:00,16,5,3104.6,196.23
2024-01-06 17:00:00,17,5,3287.43,234.35
2024-01-06 18:00:00,18,5,3614.07,267.44
2024-01-06 19:00:00,19,5,3654.82,320.25
2024-01-06 20:00:00,20,5,3115.45,324.02
2024-01-06 21:00:00,21,5,2608.8,276.8
2024-01-06 22:00:00,22,5,2273.4,244.4
2024-01-06 23:00:00,23,5,2231.77,170.1
2024-01-07 00:00:00,0,6,1969.29,166.92
2024-01-07 01:00:00,1,6,1876.43,146.83
2024-01-07 02:00:00,2,6,1743.11,131.62
2024-01-07 03:00:00,3,6,1711.37,123.67
2024-01-07 04:00:00,4,6,1847.73,165.75
2024-01-07 05:00:00,5,6,1976.34,136.23
2024-01-07 06:00:00,6,6,2198.95,182.09
2024-01-07 07:00:00,7,6,2367.86,188.12
2024-01-07 08:00:00,8,6,2544.2,255.93
2024-01-07 09:00:00,9,6,2777.37,237.9
2024-01-07 10:00:00,10,6,2942.76,199.53
2024-01-07 11:00:00,11,6,3130.74,211.72
2024-01-07 12:00:00,12,6,2961.75,198.85
2024-01-07 13:00:00,13,6,2986.18,182.33
2024-01-07 14:00:00,14,6,2836.43,203.68
2024-01-07 15:00:00,15,6,2826.03,200.71
2024-01-07 16:00:00,16,6,2967.41,210.79
2024-01-07 17:00:00,17,6,3112.92,235.64
2024-01-07 18:00:00,18,6,3629.94,296.46
2024-01-07 19:00:00,19,6,3221.49,307.51
2024-01-07 20:00:00,20,6,3161.28,315.4
2024-01-07 21:00:00,21,6,2617.2,260.68
2024-01-07 22:00:00,22,6,2537.03,265.28
2024-01-07 23:00:00,23,6,2241.02,162.41
2024-01-08 00:00:00,0,0,2240.04,163.31
2024-01-08 01:00:00,1,0,2112.86,138.54
2024-01-08 02:00:00,2,0,1934.01,158.42
2024-01-08 03:00:00,3,0,1940.95,119.28
2024-01-08 04:00:00,4,0,1947.85,125.01
2024-01-08 05:00:00,5,0,2090.44,135.7
2024-01-08 06:00:00,6,0,2347.25,185.54
2024-01-08 07:00:00,7,0,2746.66,182.69
2024-01-08 08:00:00,8,0,3169.16,220.57
2024-01-08 09:00:00,9,0,3157.27,178.28
2024-01-08 10:00:00,10,0,3262.59,226.39
2024-01-08 11:00:00,11,0,3308.97,194.75
2024-01-08 12:00:00,12,0,3425.95,172.84
2024-01-08 13:00:00,13,0,3232.58,218.5
2024-01-08 14:00:00,14,0,3161.81,170.12
2024-01-08 15:00:00,15,0,3403.05,221.07
2024-01-08 16:00:00,16,0,3463.92,201.62
2024-01-08 17:00:00,17,0,3739.99,291.88
2024-01-08 18:00:00,18,0,3778.05,309.85
2024-01-08 19:00:00,19,0,3527.77,278.56
2024-01-08 20:00:00,20,0,3249.29,287.3
2024-01-08 21:00:00,21,0,3176.71,312.93
2024-01-08 22:00:00,22,0,2894.87,229.35
2024-01-08 23:00:00,23,0,2441.71,182.35
2024-01-09 00:00:00,0,1,2222.41,176.2
2024-01-09 01:00:00,1,1,2224.34,134.06
2024-01-09 02:00:00,2,1,1902.87,135.46
2024-01-09 03:00:00,3,1,1851.46,142.18
2024-01-09 04:00:00,4,1,2024.15,147.12
2024-01-09 05:00:00,5,1,2154.19,148.93
2024-01-09 06:00:00,6,1,2456.96,176.63
2024-01-09 07:00:00,7,1,2714.83,174.36
2024-01-09 08:00:00,8,1,3038.98,204.49
2024-01-09 09:00:00,9,1,3294.7,237.64
2024-01-09 10:00:00,10,1,3286.93,218.55
2024-01-09 11:00:00,11,1,3350.39,207.39
2024-01-09 12:00:00,12,1,3041.43,215.74
2024-01-09 13:00:00,13,1,3202.81,173.18
2024-01-09 14:00:00,14,1,3113.59,190.17
2024-01-09 15:00:00,15,1,3136.77,203.18
2024-01-09 16:00:00,16,1,3308.16,198.5
2024-01-09 17:00:00,17,1,3508.07,281.28
2024-01-09 18:00:00,18,1,3874.72,317.3
2024-01-09 19:00:00,19,1,3514.98,318.39
2024-01-09 20:00:00,20,1,3416.72,379.27
2024-01-09 21:00:00,21,1,2952.6,245.21
2024-01-09 22:00:00,22,1,2699.14,230.61
2024-01-09 23:00:00,23,1,2543.65,194.4
2024-01-10 00:00:00,0,2,2295.32,143.16
2024-01-10 01:00:00,1,2,2215.41,149.12
2024-01-10 02:00:00,2,2,1969.1,120.29
2024-01-10 03:00:00,3,2,1864.98,138.97
2024-01-10 04:00:00,4,2,1964.3,149.48
2024-01-10 05:00:00,5,2,2203.16,156.32
2024-01-10 06:00:00,6,2,2472.88,148.44
2024-01-10 07:00:00,7,2,2627.13,188.9
2024-01-10 08:00:00,8,2,3013.36,240.92
2024-01-10 09:00:00,9,2,3165.47,227.84
2024-01-10 10:00:00,10,2,3565.66,166.37
2024-01-10 11:00:00,11,2,3492.18,234.66
2024-01-10 12:00:00,12,2,3179.06,200.87
2024-01-10 13:00:00,13,2,3176.38,179.94
2024-01-10 14:00:00,14,2,3044.3,212.65
2024-01-10 15:00:00,15,2,3209.17,187.26
2024-01-10 16:00:00,16,2,3451.17,201.64
2024-01-10 17:00:00,17,2,3699.83,259.61
2024-01-10 18:00:00,18,2,3658.99,335.76
2024-01-10 19:00:00,19,2,3602.13,362.68
2024-01-10 20:00:00,20,2,3156.92,324.68
2024-01-10 21:00:00,21,2,2986.74,302.83
2024-01-10 22:00:00,22,2,2629.23,247.22
2024-01-10 23:00:00,23,2,2412.15,161.66
2024-01-11 00:00:00,0,3,2184.02,165.67
2024-01-11 01:00:00,1,3,2109.64,132.56
2024-01-11 02:00:00,2,3,1858.25,137.8
2024-01-11 03:00:00,3,3,1813.62,126.28
2024-01-11 04:00:00,4,3,2127.62,144.6
2024-01-11 05:00:00,5,3,2086.45,151.98
2024-01-11 06:00:00,6,3,2363.65,124.72
2024-01-11 07:00:00,7,3,2906.71,219.17
2024-01-11 08:00:00,8,3,3309.69,250.01
2024-01-11 09:00:00,9,3,3012.0,233.85
2024-01-11 10:00:00,10,3,3235.1,218.21
2024-01-11 11:00:00,11,3,3316.52,238.85
2024-01-11 12:00:00,12,3,3475.64,210.39
2024-01-11 13:00:00,13,3,3098.23,202.98
2024-01-11 14:00:00,14,3,3181.52,216.58
2024-01-11 15:00:00,15,3,3366.51,211.42
2024-01-11 16:00:00,16,3,3465.85,197.38
2024-01-11 17:00:00,17,3,3503.71,185.98
2024-01-11 18:00:00,18,3,3737.7,273.45
2024-01-11 19:00:00,19,3,3509.59,332.78
2024-01-11 20:00:00,20,3,3385.44,309.27
2024-01-11 21:00:00,21,3,2976.22,312.31
2024-01-11 22:00:00,22,3,2753.31,235.55
2024-01-11 23:00:00,23,3,2410.23,208.67
2024-01-12 00:00:00,0,4,2290.68,152.84
2024-01-12 01:00:00,1,4,2191.95,151.14
2024-01-12 02:00:00,2,4,1991.11,142.45
2024-01-12 03:00:00,3,4,1935.59,150.73
2024-01-12 04:00:00,4,4,1984.03,112.36
2024-01-12 05:00:00,5,4,2185.21,144.91
2024-01-12 06:00:00,6,4,2396.27,196.02
2024-01-12 07:00:00,7,4,2761.76,244.89
2024-01-12 08:00:00,8,4,2994.43,233.07
2024-01-12 09:00:00,9,4,3371.36,225.26
2024-01-12 10:00:00,10,4,3458.31,242.43
2024-01-12 11:00:00,11,4,3322.07,223.1
2024-01-12 12:00:00,12,4,3190.27,191.25
2024-01-12 13:00:00,13,4,3084.56,200.61
2024-01-12 14:00:00,14,4,3343.32,222.8
2024-01-12 15:00:00,15,4,3307.95,241.2
2024-01-12 16:00:00,16,4,3471.76,233.1
2024-01-12 17:00:00,17,4,3334.13,242.98
2024-01-12 18:00:00,18,4,3877.74,289.38
2024-01-12 19:00:00,19,4,3746.18,333.97
2024-01-12 20:00:00,20,4,3281.68,313.66
2024-01-12 21:00:00,21,4,2955.07,293.99
2024-01-12 22:00:00,22,4,2756.72,207.62
2024-01-12 23:00:00,23,4,2462.87,210.03
2024-01-13 00:00:00,0,5,2007.71,135.2
2024-01-13 01:00:00,1,5,1898.61,133.65
2024-01-13 02:00:00,2,5,1766.86,133.43
2024-01-13 03:00:00,3,5,1730.3,153.45
2024-01-13 04:00:00,4,5,1874.39,128.14
2024-01-13 05:00:00,5,5,1790.28,135.54
2024-01-13 06:00:00,6,5,2194.51,167.0
2024-01-13 07:00:00,7,5,2473.92,239.86
2024-01-13 08:00:00,8,5,2732.62,159.23
2024-01-13 09:00:00,9,5,2790.73,196.88
2024-01-13 10:00:00,10,5,2769.07,267.67
2024-01-13 11:00:00,11,5,2984.35,210.16
2024-01-13 12:00:00,12,5,3128.86,175.36
2024-01-13 13:00:00,13,5,2733.91,186.53
2024-01-13 14:00:00,14,5,2976.36,193.37
2024-01-13 15:00:00,15,5,2916.55,211.51
2024-01-13 16:00:00,16,5,3066.82,246.78
2024-01-13 17:00:00,17,5,3078.56,244.98
2024-01-13 18:00:00,18,5,3341.18,261.44
2024-01-13 19:00:00,19,5,3470.32,332.32
2024-01-13 20:00:00,20,5,3136.09,290.91
2024-01-13 21:00:00,21,5,2868.59,256.41
2024-01-13 22:00:00,22,5,2560.05,187.39
2024-01-13 23:00:00,23,5,2246.87,153.16
2024-01-14 00:00:00,0,6,2152.62,141.2
2024-01-14 01:00:00,1,6,1935.11,123.75
2024-01-14 02:00:00,2,6,1834.54,137.35
2024-01-14 03:00:00,3,6,1703.53,112.27
2024-01-14 04:00:00,4,6,1787.03,90.81
2024-01-14 05:00:00,5,6,1919.29,132.0
2024-01-14 06:00:00,6,6,2289.88,170.18
2024-01-14 07:00:00,7,6,2357.72,190.85
2024-01-14 08:00:00,8,6,2779.12,256.43
2024-01-14 09:00:00,9,6,2809.14,205.79
2024-01-14 10:00:00,10,6,3071.94,236.0
2024-01-14 11:00:00,11,6,3028.52,198.95
2024-01-14 12:00:00,12,6,3139.01,196.53
2024-01-14 13:00:00,13,6,2963.39,175.8
2024-01-14 14:00:00,14,6,2730.5,186.15
2024-01-14 15:00:00,15,6,2944.05,180.6
2024-01-14 16:00:00,16,6,2947.83,209.43
2024-01-14 17:00:00,17,6,3138.89,231.65
2024-01-14 18:00:00,18,6,3560.16,255.65
2024-01-14 19:00:00,19,6,3393.91,336.11
2024-01-14 20:00:00,20,6,2998.73,321.6
2024-01-14 21:00:00,21,6,2609.08,265.83
2024-01-14 22:00:00,22,6,2461.96,228.3
2024-01-14 23:00:00,23,6,2118.98,177.52
2024-01-15 00:00:00,0,0,2201.65,142.42
2024-01-15 01:00:00,1,0,2141.09,144.58
2024-01-15 02:00:00,2,0,2061.44,128.19
2024-01-15 03:00:00,3,0,1953.76,118.91
2024-01-15 04:00:00,4,0,1822.43,111.41
2024-01-15 05:00:00,5,0,2209.58,146.82
2024-01-15 06:00:00,6,0,2465.77,192.38
2024-01-15 07:00:00,7,0,2772.45,197.59
2024-01-15 08:00:00,8,0,3176.19,290.26
2024-01-15 09:00:00,9,0,2915.84,241.31
2024-01-15 10:00:00,10,0,3211.58,248.64
2024-01-15 11:00:00,11,0,3347.25,222.15
2024-01-15 12:00:00,12,0,3097.89,232.97
2024-01-15 13:00:00,13,0,3376.99,184.2
2024-01-15 14:00:00,14,0,3252.51,146.92
2024-01-15 15:00:00,15,0,3376.6,195.12
2024-01-15 16:00:00,16,0,3347.81,226.33
2024-01-15 17:00:00,17,0,3653.9,253.31
2024-01-15 18:00:00,18,0,3898.2,299.54
2024-01-15 19:00:00,19,0,3719.43,357.21
2024-01-15 20:00:00,20,0,3444.1,334.75
2024-01-15 21:00:00,21,0,3034.59,314.1
2024-01-15 22:00:00,22,0,2650.28,208.03
2024-01-15 23:00:00,23,0,2446.87,165.26
2024-01-16 00:00:00,0,1,2243.0,181.96
2024-01-16 01:00:00,1,1,2146.79,145.11
2024-01-16 02:00:00,2,1,2051.04,128.01
2024-01-16 03:00:00,3,1,1842.47,121.6
2024-01-16 04:00:00,4,1,1973.03,126.53
2024-01-16 05:00:00,5,1,2300.08,142.91
2024-01-16 06:00:00,6,1,2396.01,157.5
2024-01-16 07:00:00,7,1,2654.71,178.26
2024-01-16 08:00:00,8,1,3028.0,223.93
2024-01-16 09:00:00,9,1,3236.28,215.4
2024-01-16 10:00:00,10,1,3281.36,246.01
2024-01-16 11:00:00,11,1,3432.62,213.59
2024-01-16 12:00:00,12,1,3378.41,207.48
2024-01-16 13:00:00,13,1,3306.34,183.79
2024-01-16 14:00:00,14,1,3274.0,195.52
2024-01-16 15:00:00,15,1,3547.27,215.14
2024-01-16 16:00:00,16,1,3392.18,230.72
2024-01-16 17:00:00,17,1,3304.21,238.93
2024-01-16 18:00:00,18,1,3969.42,325.12
2024-01-16 19:00:00,19,1,3630.94,313.13
2024-01-16 20:00:00,20,1,3429.62,347.51
2024-01-16 21:00:00,21,1,3144.52,279.7
2024-01-16 22:00:00,22,1,2580.09,186.59
2024-01-16 23:00:00,23,1,2352.27,188.63
2024-01-17 00:00:00,0,2,2129.08,165.92
2024-01-17 01:00:00,1,2,2059.9,150.45
2024-01-17 02:00:00,2,2,2012.59,141.66
2024-01-17 03:00:00,3,2,1948.86,126.67
2024-01-17 04:00:00,4,2,2001.26,124.8
2024-01-17 05:00:00,5,2,2078.99,158.36
2024-01-17 06:00:00,6,2,2261.59,185.64
2024-01-17 07:00:00,7,2,2739.12,199.73
2024-01-17 08:00:00,8,2,2957.66,251.91
2024-01-17 09:00:00,9,2,3194.56,207.89
2024-01-17 10:00:00,10,2,3361.31,210.21
2024-01-17 11:00:00,11,2,3296.58,238.26
2024-01-17 12:00:00,12,2,3367.99,219.44
2024-01-17 13:00:00,13,2,3238.13,190.15
2024-01-17 14:00:00,14,2,3271.96,203.56
2024-01-17 15:00:00,15,2,3199.79,203.79
2024-01-17 16:00:00,16,2,3395.92,156.25
2024-01-17 17:00:00,17,2,3578.58,225.28
2024-01-17 18:00:00,18,2,3867.1,289.19
2024-01-17 19:00:00,19,2,3639.93,301.99
2024-01-17 20:00:00,20,2,3479.74,331.55
2024-01-17 21:00:00,21,2,2979.33,321.9
2024-01-17 22:00:00,22,2,2722.68,223.92
2024-01-17 23:00:00,23,2,2531.97,167.49
2024-01-18 00:00:00,0,3,2098.6,159.18
2024-01-18 01:00:00,1,3,2023.08,137.05
2024-01-18 02:00:00,2,3,1879.67,131.79
2024-01-18 03:00:00,3,3,1757.81,124.64
2024-01-18 04:00:00,4,3,1935.45,164.94
2024-01-18 05:00:00,5,3,2244.98,118.62
2024-01-18 06:00:00,6,3,2436.51,174.43
2024-01-18 07:00:00,7,3,2753.43,211.84
2024-01-18 08:00:00,8,3,3122.62,212.57
2024-01-18 09:00:00,9,3,3290.81,250.93
2024-01-18 10:00:00,10,3,3273.46,239.31
2024-01-18 11:00:00,11,3,3436.86,206.61
2024-01-18 12:00:00,12,3,3291.98,194.97
2024-01-18 13:00:00,13,3,3118.87,192.69
2024-01-18 14:00:00,14,3,3146.2,193.36
2024-01-18 15:00:00,15,3,3111.37,197.35
2024-01-18 16:00:00,16,3,3311.88,209.59
2024-01-18 17:00:00,17,3,3510.31,252.32
2024-01-18 18:00:00,18,3,3865.69,312.52
2024-01-18 19:00:00,19,3,3913.91,281.83
2024-01-18 20:00:00,20,3,3252.77,283.18
2024-01-18 21:00:00,21,3,3049.31,240.36
2024-01-18 22:00:00,22,3,2634.92,249.09
2024-01-18 23:00:00,23,3,2501.94,191.37
2024-01-19 00:00:00,0,4,2246.12,164.64
2024-01-19 01:00:00,1,4,1983.88,120.89
2024-01-19 02:00:00,2,4,2047.39,160.82
2024-01-19 03:00:00,3,4,1874.04,122.2
2024-01-19 04:00:00,4,4,1945.9,137.17
2024-01-19 05:00:00,5,4,2106.17,163.4
2024-01-19 06:00:00,6,4,2405.23,163.02
2024-01-19 07:00:00,7,4,2776.08,200.82
2024-01-19 08:00:00,8,4,2988.7,231.55
2024-01-19 09:00:00,9,4,3181.57,292.8
2024-01-19 10:00:00,10,4,3323.72,229.11
2024-01-19 11:00:00,11,4,3433.85,240.87
2024-01-19 12:00:00,12,4,3242.76,223.47
2024-01-19 13:00:00,13,4,3047.64,200.59
2024-01-19 14:00:00,14,4,3333.8,179.39
2024-01-19 15:00:00,15,4,3244.06,222.93
2024-01-19 16:00:00,16,4,3552.27,185.92
2024-01-19 17:00:00,17,4,3603.36,288.08
2024-01-19 18:00:00,18,4,3743.52,293.05
2024-01-19 19:00:00,19,4,3737.48,232.31
2024-01-19 20:00:00,20,4,3652.36,317.78
2024-01-19 21:00:00,21,4,3227.34,315.95
2024-01-19 22:00:00,22,4,2741.76,226.32
2024-01-19 23:00:00,23,4,2475.41,199.48
2024-01-20 00:00:00,0,5,2107.82,141.21
2024-01-20 01:00:00,1,5,1851.71,120.79
2024-01-20 02:00:00,2,5,1805.89,131.79
2024-01-20 03:00:00,3,5,1721.97,128.25
2024-01-20 04:00:00,4,5,1804.7,128.1
2024-01-20 05:00:00,5,5,1912.29,165.34
2024-01-20 06:00:00,6,5,2092.68,159.88
2024-01-20 07:00:00,7,5,2283.54,207.82
2024-01-20 08:00:00,8,5,2602.48,219.99
2024-01-20 09:00:00,9,5,2786.06,184.67
2024-01-20 10:00:00,10,5,2924.3,185.47
2024-01-20 11:00:00,11,5,3154.95,202.13
2024-01-20 12:00:00,12,5,3068.99,234.8
2024-01-20 13:00:00,13,5,2795.65,199.45
2024-01-20 14:00:00,14,5,2928.28,158.15
2024-01-20 15:00:00,15,5,2912.53,134.29
2024-01-20 16:00:00,16,5,3047.1,223.27
2024-01-20 17:00:00,17,5,3221.6,236.93
2024-01-20 18:00:00,18,5,3458.87,311.46
2024-01-20 19:00:00,19,5,3284.48,275.86
2024-01-20 20:00:00,20,5,3192.33,325.54
2024-01-20 21:00:00,21,5,2600.15,301.56
2024-01-20 22:00:00,22,5,2462.73,214.98
2024-01-20 23:00:00,23,5,2417.44,177.12
2024-01-21 00:00:00,0,6,2047.67,153.68
2024-01-21 01:00:00,1,6,2004.41,149.05
2024-01-21 02:00:00,2,6,1791.24,132.33
2024-01-21 03:00:00,3,6,1759.0,140.91
2024-01-21 04:00:00,4,6,1781.98,126.26
2024-01-21 05:00:00,5,6,1958.48,128.38
2024-01-21 06:00:00,6,6,2156.04,210.77
2024-01-21 07:00:00,7,6,2499.88,193.83
2024-01-21 08:00:00,8,6,2628.33,206.65
2024-01-21 09:00:00,9,6,2898.19,219.82
2024-01-21 10:00:00,10,6,3067.61,218.25
2024-01-21 11:00:00,11,6,2993.27,190.93
2024-01-21 12:00:00,12,6,2925.74,192.8
2024-01-21 13:00:00,13,6,2939.76,190.6
2024-01-21 14:00:00,14,6,2862.52,193.16
2024-01-21 15:00:00,15,6,3052.12,151.11
2024-01-21 16:00:00,16,6,2881.16,242.99
2024-01-21 17:00:00,17,6,3164.02,234.35
2024-01-21 18:00:00,18,6,3150.39,286.91
2024-01-21 19:00:00,19,6,3150.8,257.36
2024-01-21 20:00:00,20,6,3225.44,300.7
2024-01-21 21:00:00,21,6,2793.95,264.68
2024-01-21 22:00:00,22,6,2400.78,256.4
2024-01-21 23:00:00,23,6,2099.95,168.17
2024-01-22 00:00:00,0,0,2023.84,164.47
2024-01-22 01:00:00,1,0,2080.94,133.33
2024-01-22 02:00:00,2,0,2152.54,131.83
2024-01-22 03:00:00,3,0,1945.17,127.97
2024-01-22 04:00:00,4,0,1945.57,152.21
2024-01-22 05:00:00,5,0,2225.36,123.72
2024-01-22 06:00:00,6,0,2328.84,155.77
2024-01-22 07:00:00,7,0,2708.66,169.85
2024-01-22 08:00:00,8,0,3021.34,203.41
2024-01-22 09:00:00,9,0,3138.23,208.34
2024-01-22 10:00:00,10,0,3375.49,187.46
2024-01-22 11:00:00,11,0,3324.2,190.24
2024-01-22 12:00:00,12,0,3361.41,161.12
2024-01-22 13:00:00,13,0,3138.66,175.38
2024-01-22 14:00:00,14,0,3317.21,222.62
2024-01-22 15:00:00,15,0,3471.84,214.45
2024-01-22 16:00:00,16,0,3305.26,217.47
2024-01-22 17:00:00,17,0,3447.74,220.09
2024-01-22 18:00:00,18,0,3939.53,247.69
2024-01-22 19:00:00,19,0,3670.4,278.29
2024-01-22 20:00:00,20,0,3589.54,325.59
2024-01-22 21:00:00,21,0,2964.23,313.86
2024-01-22 22:00:00,22,0,2876.54,256.3
2024-01-22 23:00:00,23,0,2474.77,197.89
2024-01-23 00:00:00,0,1,2279.17,145.69
2024-01-23 01:00:00,1,1,2238.06,145.48
2024-01-23 02:00:00,2,1,1959.83,130.77
2024-01-23 03:00:00,3,1,1853.39,127.2
2024-01-23 04:00:00,4,1,1953.8,162.52
2024-01-23 05:00:00,5,1,2224.98,125.67
2024-01-23 06:00:00,6,1,2329.06,175.16
2024-01-23 07:00:00,7,1,2798.97,238.73
